filename,checksum,filesize,id,download_link
data/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-01_full.csv,5e46f30208cf2147106874b37ce5c4e1,730,86df4627-ec31-4251-be1b-45b394a2f5c7,https://zenodo.org/api/files/aa463788-ab41-4816-9818-8d526ac43ebe/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-01_full.csv
data/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-01_full_mask.tiff,f56d6c04dc66bb22ec980f765ac2b42a,1152251,90843b91-1429-4d62-96d4-e5c59f1e5169,https://zenodo.org/api/files/aa463788-ab41-4816-9818-8d526ac43ebe/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-01_full_mask.tiff
data/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-01_full.tiff,92f5a0f531473768c275c9a6aa786fab,99076048,9afcfb1d-ecd0-4f3a-bb49-f80ae01c8739,https://zenodo.org/api/files/aa463788-ab41-4816-9818-8d526ac43ebe/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-01_full.tiff
data/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-03_full.csv,5e46f30208cf2147106874b37ce5c4e1,730,6ef5d09f-00d7-46cc-bdc0-3fc2a7c99868,https://zenodo.org/api/files/aa463788-ab41-4816-9818-8d526ac43ebe/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-03_full.csv
data/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-03_full_mask.tiff,c18d5258f78e1e82fb6e5ae44eba194a,928078,d65012ee-0e4b-4c4a-ae95-ffb34d1a40ae,https://zenodo.org/api/files/aa463788-ab41-4816-9818-8d526ac43ebe/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-03_full_mask.tiff
data/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-03_full.tiff,20d480b46deb3b4230a26572326b0d32,79797256,388f5309-d366-4158-ac39-016212060ce1,https://zenodo.org/api/files/aa463788-ab41-4816-9818-8d526ac43ebe/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-03_full.tiff
data/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-04_full.csv,5e46f30208cf2147106874b37ce5c4e1,730,696bd370-7dc1-4591-93ac-6b06c837670c,https://zenodo.org/api/files/aa463788-ab41-4816-9818-8d526ac43ebe/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-04_full.csv
data/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-04_full_mask.tiff,763b3e198b88bb89f993c9b6ea84d707,868812,89ff69f6-1b72-4e11-8fb2-068d513da7db,https://zenodo.org/api/files/aa463788-ab41-4816-9818-8d526ac43ebe/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-04_full_mask.tiff
data/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-04_full.tiff,5c0145ecc2bbe54e45dbaabc04c904c0,74700380,3de14f22-5a69-4c45-87c2-add488c4b7bd,https://zenodo.org/api/files/aa463788-ab41-4816-9818-8d526ac43ebe/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-04_full.tiff
data/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-05_full.csv,5e46f30208cf2147106874b37ce5c4e1,730,738c5d23-5c50-4f37-b7c6-15b8a6bc767c,https://zenodo.org/api/files/aa463788-ab41-4816-9818-8d526ac43ebe/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-05_full.csv
data/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-05_full_mask.tiff,639db334889f2ea1761fba490022a34d,223288,39374bc1-9576-4f65-913a-0ec1b93d29c2,https://zenodo.org/api/files/aa463788-ab41-4816-9818-8d526ac43ebe/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-05_full_mask.tiff
data/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-05_full.tiff,3321b12606e7050c826a6d678a2a82f2,19185316,100f11f5-3919-420d-9713-495a8d96c3b1,https://zenodo.org/api/files/aa463788-ab41-4816-9818-8d526ac43ebe/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-05_full.tiff
data/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-06_full.csv,5e46f30208cf2147106874b37ce5c4e1,730,9e40287d-6880-4673-b8df-e83dc82c08f0,https://zenodo.org/api/files/aa463788-ab41-4816-9818-8d526ac43ebe/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-06_full.csv
data/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-06_full_mask.tiff,3c1b32656fc0d712e622ec28fd398702,301408,4355d506-9681-48c4-b6cf-0e74017bec4b,https://zenodo.org/api/files/aa463788-ab41-4816-9818-8d526ac43ebe/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-06_full_mask.tiff
data/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-06_full.tiff,8e25fc8fd210197adad9b34ac3fd0fa5,25903636,234faed6-69a6-453c-9146-9d782a75c7d3,https://zenodo.org/api/files/aa463788-ab41-4816-9818-8d526ac43ebe/processed/20200804_PM784_A1/tiffs/20200804_PM784_A1-06_full.tiff
data/processed/20200914_PM1123_A12/tiffs/20200914_PM1123_A12-01_full.csv,5e46f30208cf2147106874b37ce5c4e1,730,b63389e7-3216-4c56-af61-978b61022773,https://zenodo.org/api/files/aa463788-ab41-4816-9818-8d526ac43ebe/processed/20200914_PM1123_A12/tiffs/20200914_PM1123_A12-01_full.csv
data/processed/20200914_PM1123_A12/tiffs/20200914_PM1123_A12-01_full_mask.tiff,7d3f023e07dbe65f9d7c442f3ae8d7bc,2880270,22f66bcb-a2a7-41ae-bcfa-538dccfb37cc,https://zenodo.org/api/files/aa463788-ab41-4816-9818-8d526ac43ebe/processed/20200914_PM1123_A12/tiffs/20200914_PM1123_A12-01_full_mask.tiff
data/processed/20200914_PM1123_A12/tiffs/20200914_PM1123_A12-01_full.tiff,83d35b28155b1698bdcdbe9d8be6ac8f,247685596,c2cc3a2d-ca9a-4eb6-b6d2-2510ce3eb39d,https://zenodo.org/api/files/aa463788-ab41-4816-9818-8d526ac43ebe/processed/20200914_PM1123_A12/tiffs/20200914_PM1123_A12-01_full.tiff
data/processed/20200914_PM1123_A12/tiffs/20200914_PM1123_A12-02_full.csv,5e46f30208cf2147106874b37ce5c4e1,730,4628dac2-3abe-4845-9762-d617d9c5dd8f,https://zenodo.org/api/files/aa463788-ab41-4816-9818-8d526ac43ebe/processed/20200914_PM1123_A12/tiffs/20200914_PM1123_A12-02_full.csv
